BF_mean,BF_95,BF_tot,WMA_mean,WMA_95,WMA_tot,RZ_mean,RZ_95,RZ_tot,O_mean,O_95,O_tot,PO_mean,PO_95,PO_tot,RP_mean,RP_95,RP_tot,R_mean,R_95,R_tot
254.2731414227744,461.6707520579169,2393.0295049159,121.17549769484901,189.25286794967175,1521.5346466645024,215.1107219243385,375.1866628338417,2307.748971757492,115.95476129842855,175.98592339440333,1416.2164165840559,135.4460094116581,217.790509779268,1692.3397296444114,134.7226331018962,236.90026206264335,1583.0842864382346,135.54114859058663,228.23866302824416,1611.3587171803078
244.36097158272585,379.8537308063778,2325.270993272641,114.24435733681112,178.78277356587185,1454.209986746718,197.33813201596678,336.9160648204834,2123.7776593268213,108.6992939102156,182.01051853222324,1380.1929410622688,145.92554283474743,233.06598777312468,1758.065508060777,132.0317406547512,238.18984960535897,1505.2400193241037,133.9414932348225,215.41658278134318,1709.1500623776087
247.4530578507821,458.3751861973382,2349.0099544896157,117.76635865050517,196.62956557195704,1375.4707487682629,202.67350233940218,363.5704496347867,2173.507031604339,118.22443802083134,182.81066297452347,1485.138690305775,132.89280599241704,212.312731560349,1696.7452471971844,127.43430953258263,207.79083835578967,1528.8105534051526,138.68481655240453,224.89850810520556,1639.7155573718985
221.69209382416514,361.72793263404947,2202.244079868575,120.02055489678996,196.22009759155412,1477.25754264874,208.5506411953119,352.099743631239,2235.2854006027146,110.00392871876194,181.99865907229662,1300.5960662608677,130.05392159437633,210.32619403128106,1663.4055850030056,132.40931498543407,222.52991384446966,1614.2098910128284,139.5334228809798,224.63364755734392,1664.6390175948854
254.8533911809226,401.67260022769386,2492.46890032055,116.85063269818914,190.9874191946905,1417.3905001580551,181.9929087295937,320.4661389966057,1975.668620054995,121.43713855206205,192.28804301648015,1522.5072571110854,137.1268551294744,214.54568569948165,1788.7537561222932,132.85940351183373,215.80275486304808,1633.2109021021574,131.49030998500604,203.98871828934736,1660.4991031170077
248.65228213194536,395.5264617047797,2412.404016970462,120.66859492097105,190.77373637464004,1492.0696186931496,214.03854763723342,369.21785882261617,2175.4355673457067,111.58992020581847,172.1225632935417,1467.5778056711715,133.3566787457404,222.4836194936203,1605.0044703233727,139.38306418780516,239.25042522759875,1625.6238157222115,130.25655607394526,225.25485027860068,1698.3636328169462
240.2206530327123,392.4429741186291,2289.165770287182,119.05572195440563,187.351675507477,1469.1807704529188,200.12832455397904,341.41629856749313,2073.1354697307315,110.93729918664458,175.72373560692404,1338.3632312000607,125.8471745317067,206.24835497212288,1596.9584892791593,137.98717331276717,231.4573194225079,1626.417895493732,147.08276455137087,256.0452426213868,1770.6201963250357
229.6784779506807,348.42449191496723,2256.2537624410793,132.5939438317164,212.81686903377678,1637.0273849339978,201.1022847434967,353.3317770792814,2105.1168174762333,110.66510337872478,174.1246169156596,1341.7336782024013,139.1550344924294,238.7324576840176,1605.3589511050764,137.33304521649245,217.91666126860133,1590.5173637203623,128.93195318001392,203.38825412611516,1710.45858328224
242.66452565159327,393.6205453657144,2348.566988250142,111.29570775340311,172.84388600978238,1461.5050786089269,204.37877831755102,338.9443383122401,2190.237536080516,118.38973606350365,183.58152028022252,1471.8075212039066,131.51163297333565,205.26385733750138,1713.1411670901985,134.69211342590864,222.8931614790314,1587.3677223343548,134.17023817035934,212.63551785882694,1632.1703962838537
256.2447119913383,401.9643560955963,2430.8068336842002,113.33667113754659,171.62036435233279,1428.7688722271487,204.89036262128738,349.5018853065073,2132.5922475589746,118.0245358216896,180.68111663394657,1463.9306404055126,122.21266798253146,189.30345571218172,1617.955161770183,128.04486630138348,220.94968406524694,1450.9843378413827,141.29243221362896,228.6190386445627,1689.5669153672518
243.0928572710642,356.7159060972925,2420.048043043587,129.91592387434912,194.76291997879963,1581.8934386755332,212.18154180540404,349.67193947075947,2195.180760465794,113.39967084803409,178.5552041844059,1473.4889901665626,123.04941106143076,206.5755627846363,1535.4281988074526,154.07570234719833,268.15633765447336,1743.1561133735788,133.3263801245911,219.8791092685873,1725.079112438914
243.2272843572269,403.8116087892511,2324.1864489555846,125.08268696760172,194.23133402646906,1507.4147386427078,212.1300219340329,360.9518921553457,2252.15796470015,111.2246851195679,175.7191292476018,1366.3374841964096,134.12732599164835,233.42239552806134,1757.9352768232077,132.30884962667648,215.4803166854389,1487.2839334037715,135.40324647205347,212.850306177535,1628.6429261153326
233.6892611259964,367.0807251894728,2316.2295340243745,124.47730048563434,194.13125398234362,1520.0426800822515,214.78905739416965,348.27284323815735,2231.5682630838555,119.49924137486889,185.96178897906103,1498.7496384515043,123.5821919216931,197.0765675641169,1590.3803791643645,137.339196840274,258.3743039322573,1562.2917248652832,155.0239988149504,233.56762671934123,1905.35619860791
232.40821544445564,348.5434780664171,2205.8288001536575,128.402803041988,199.92899685174294,1628.2149853725502,215.01096736184272,368.0225946234667,2190.063457709104,112.37713202664469,183.05063286572585,1359.5568452552295,135.71923270551315,217.04128843973356,1600.2795718597804,142.3749955646238,291.20459089881797,1513.211893176937,140.30461609173045,213.60700447293564,1718.6620272798498
246.89592407857674,410.64533207459476,2407.1095216480094,123.37798993340618,193.5154464784782,1474.925341853969,214.7633163074228,378.71859652809076,2172.917303731014,113.45276317038609,173.77036526484756,1404.2459163469916,130.95664643026353,223.6745959279366,1627.2535886669746,138.00201372427784,228.21931401763842,1709.4423405727368,133.57253351703866,212.43405966575637,1715.2896493297192
246.43562513150542,381.3545788687276,2365.6421023567427,125.73083944884783,205.8455864882986,1527.8251820716862,205.74811051021263,322.5928706945037,2196.439576064855,115.65432500467797,181.90492971253195,1407.6108453242086,130.50632507233817,220.2530032430047,1526.1908568670049,128.93476575177962,203.60312344993528,1481.6253492785313,133.88397204477903,213.6489189903873,1808.4100992157125
247.34133066544646,447.739448267949,2376.7397071053006,119.42814299670644,181.2980902086835,1470.180792837688,198.4969869716982,335.4423775124502,2016.8573118497334,112.85828809089361,182.5766293863736,1405.6953921173683,142.22070316412203,226.9823170258334,1820.3513610209839,123.92249133608794,215.2164623503655,1399.4815244348788,128.4847243369504,212.21589245585994,1674.9786743255129
241.555728827584,377.1177073459385,2356.7458570238437,119.52185943956175,191.17195557987378,1539.2834404650712,215.22846211079784,336.4308136156297,2260.9307948146447,113.55383914733996,181.81832578225664,1386.0291790860697,135.96631699539478,226.55366263465112,1622.2902369145324,127.33746744097968,217.47733685140014,1483.3135555905342,131.47935366876763,205.40240669672886,1614.9777003570698
234.46174291504497,377.48162787070015,2239.4564604384414,121.87586966861427,194.44334671108655,1512.9306773487297,218.94214953203198,389.1607638458428,2179.493782235767,113.83654975763328,164.67991409036043,1405.0873744256355,130.18275774454702,215.49929306881725,1600.3841485952885,136.99545906177497,235.79160621181154,1559.24562880273,134.75541326738036,215.11315422864945,1730.0291878033202
250.16790432116414,453.4947788204153,2376.2624710399045,115.22219282524897,188.6555940760388,1363.1318611810063,216.40875034997288,353.8746795235119,2264.6371340168885,115.17324918167886,188.8902743463039,1516.9567057215224,135.8467471112835,214.26826711560386,1735.475664319445,128.06782844552197,223.60088422171364,1492.6383137271457,127.6262908465708,204.34431255906284,1705.4252777634229
218.2359977880407,362.1415930590491,2168.9297934802253,116.93241273118427,184.4492984134418,1548.7304889846914,212.34656182695434,366.0681676506602,2160.3659481359573,119.11135975177584,182.46265320480214,1460.7779385113697,122.9369593943555,195.12277152026735,1574.0388540303068,132.73375552740626,229.00443677526658,1457.2969145981153,137.62838125982253,236.38541659345137,1688.4497133859418
