BF_mean,BF_95,BF_tot,WMA_mean,WMA_95,WMA_tot,RZ_mean,RZ_95,RZ_tot,O_mean,O_95,O_tot,PO_mean,PO_95,PO_tot,RP_mean,RP_95,RP_tot,R_mean,R_95,R_tot
266.8048703032008,466.64670603536916,2468.89543138704,119.72870344978075,191.1243753411129,1480.3206066432037,212.9149352126206,356.82364131757475,2260.399087057649,108.57564730986272,176.8880623437801,1321.275886861387,134.9166566342327,217.50705333856263,1629.202775739259,131.2718544058446,208.92361225782292,1586.1759220488523,135.73861938062214,220.52222206483455,1708.5234356437209
233.61735473596977,381.7836862721934,2325.203656223231,123.8309220172705,186.54343703323002,1512.8679790403428,193.24653159987633,322.1244504806441,2005.9867124870848,124.45222347808226,190.1153555580507,1525.2107729419438,139.04313028014462,221.42906593330486,1725.700682777773,136.03023297776684,218.7382594701455,1645.8606379381854,128.78124972414537,241.06862138206628,1671.754604991081
244.88852432077485,367.0078020812655,2447.988846580178,126.75012651663177,193.5708078262321,1500.4731787423755,213.0449790821215,363.5041322629398,2203.89332094081,110.2416644228538,181.45952801674636,1351.5557502989818,133.95732583129293,227.99252504765713,1714.810318408492,128.1939905404269,208.79009870182014,1452.741542857734,135.51357397096044,222.19884063168493,1773.4871510133173
249.28464867459638,456.6688197346169,2332.447005609459,113.52606152366533,183.77829837726398,1415.1360664867877,228.51847828963568,385.43993652683406,2320.8698341210047,114.2254883650051,175.18335404394264,1429.1593402158721,124.61354578644551,202.6010562744712,1600.4566381503425,139.32966010754984,249.06199799436632,1618.7437972567466,146.74937643711746,225.41333960101352,1756.8483766791358
256.24342859235287,398.55086702225117,2434.2586505004415,110.39954140721765,173.56845915567686,1390.4125211959542,209.51586791604345,361.68509736124827,2046.3279777594546,117.35054333323795,192.2337169485291,1467.7156545986702,127.91259101973671,207.80858276177642,1593.7195973183148,138.25991572220866,243.83959400348826,1577.9104125754554,158.19258203578192,290.5665049035548,1844.3307333933783
234.56863715377872,357.83041790355287,2294.379601770487,114.8190078872091,185.22267884339962,1475.7366426556837,212.10691822468291,359.0368581938798,2183.6479067732944,113.92689502773983,173.55773930920572,1438.7863965989136,117.16480782864944,188.12589480217724,1543.2030424954103,137.11337062528173,250.71649949573518,1536.630346307205,126.3568457568376,211.7524954637689,1673.8202674278093
253.4853471892859,496.9875645524501,2383.6479789635173,109.72073477047866,179.64713038693765,1447.2623628958197,216.59062889208982,372.19907031854467,2193.7081268749043,105.24532362990331,163.4746787222727,1262.3560515326933,134.08957948446607,215.58587726431946,1742.369168242346,145.77859655577876,256.0818562155572,1625.3876795000026,125.65628618210451,209.44102273929505,1632.4116531777104
248.09823242533562,397.4276828195811,2425.239966229618,120.83641170879929,195.6502425154669,1459.9674406865115,202.19750530700537,347.13513458642217,2116.823012328002,109.73809272612901,177.1812906137516,1394.7473615953072,133.8082853699886,218.56938654200613,1613.0478834660446,147.4338812345115,243.71466238550016,1715.1227525480458,133.55129234270947,212.82339502006215,1687.4840854247475
249.5447442420204,435.60646278353386,2343.2007294757477,120.11182187493762,189.45384620587745,1509.691516620298,211.40778937324754,337.83684872068744,2248.5945718687235,112.81721902280634,185.72795786383932,1409.112028491626,128.2332680982059,211.9885119099071,1559.562996579392,124.32687833480887,218.11500041600465,1470.1174548709287,134.8044401277887,226.79304399069733,1685.0166309531764
234.81241594722053,378.18991316572993,2263.793958485248,127.93484707895189,207.1568683852398,1543.7841637317924,186.53286329293638,314.12102436611286,1967.843051755395,116.96127140840359,179.38780955115084,1447.4403853687893,133.19015142936237,209.4894877147473,1788.9809541292425,136.6241854762175,236.96076106264854,1642.5682500394646,135.95582958239666,236.3432783521121,1661.7115243434148
262.59074522311045,495.52230361289196,2447.903707690382,117.12512438626729,190.1043698912217,1418.1457640338076,211.58006680683445,363.78821127730436,2094.019583223543,119.01331011014646,187.01862934975395,1492.634998676646,126.13907513706965,207.14736625897152,1507.0968972814833,132.61039030567508,231.06554705878276,1538.5432958289086,130.8843141377152,215.0119363426997,1561.031952826452
239.60022560193806,383.6670534672631,2368.0595071293633,119.21895759942805,175.94639237391578,1475.0610068161445,210.09498950069118,338.14084097317925,2178.7461661315824,110.45613742538349,177.05148208562966,1456.3283523963064,136.942465584216,212.08034225220223,1756.4628643832968,128.2696235051829,219.96900801886224,1507.4658862204312,129.7731485075826,197.31732686031017,1645.7112233865166
231.82141858079459,357.555409039652,2305.529167023326,123.14345706308595,195.4188144558982,1527.9909319478145,200.7600010397069,330.6364329603065,2076.5927555526046,100.50110080633718,161.85124546007347,1286.6232867379447,131.26620857969726,227.53673602279372,1682.266289058144,141.84243306449133,273.7295645357038,1617.2356632620986,128.57744909128465,229.85779880753827,1565.0968125300117
266.78387911616306,429.70042228991537,2573.0017345020365,114.26702142017648,192.03471939056277,1377.0879966223895,205.12384314029396,337.0070999155976,2142.984328823245,113.6000238418498,186.19132115662788,1406.046899031375,126.99852169890703,194.10117746005974,1688.442795105036,137.64110763850653,224.78551088795894,1532.8821014323419,130.6712276760795,211.1742283694441,1693.856307593629
252.95776534104166,461.1025864637557,2404.7971252658467,117.6571084560363,177.80735206152352,1523.2224847086015,210.84339405390244,344.1968985481947,2200.5170413270216,122.82349975355987,183.53209820907543,1579.3192018136226,132.29663289211533,206.11650764913216,1703.8715387566565,137.3811040962934,229.59596737775968,1556.4564291704744,134.1908615715879,239.08543150628807,1615.3269024258268
233.82371285845184,395.5037311354974,2251.7360166431154,114.1227603522864,176.83594358184902,1454.3055657655307,201.76129472897378,336.0186391400378,2099.560284846703,112.78068033871733,179.56580669744406,1390.1934014878575,138.3161689756792,220.63621607948093,1653.8622571431818,127.61162797937811,218.8187828522012,1492.5882905018423,135.05250107225146,228.99524685309422,1630.5966615106931
233.76493805314192,372.96139509598447,2353.1317576692945,130.85196282951225,198.89415912952262,1639.1776376006178,216.77573581259247,361.1492465975548,2227.3745791054125,112.66614044735687,176.03798463135308,1406.29883123897,125.21921163974666,221.66516112149887,1622.1832645329046,125.04463028597633,205.4169634597965,1494.9322291539272,131.58764540306706,196.06552948803133,1766.8350939826948
255.71506070947297,403.4106197851435,2466.777889152387,115.15846819285542,183.25055890499124,1439.9704396182015,195.08658807435455,314.1410556526371,2116.5830949795736,113.10667537781346,178.2440276130007,1458.0228955557582,142.9090773148141,232.82613243286056,1743.870519535967,140.80937081001272,240.7064578700502,1649.085194366622,135.55694316179296,230.9983710695723,1676.4644782714968
246.55320689764895,380.9019104839506,2378.413280335896,121.89691773302884,198.63606062192594,1458.0596485110332,208.45884361759622,361.38806906995745,2145.7015190642223,115.52965081233675,187.51406854011663,1372.9832815794566,129.0856011595071,196.6115352590752,1552.2238253243256,127.99675437535447,219.00773288850323,1422.8004979366906,136.51440923180334,225.7844680486936,1753.7054738919157
243.70203240413218,363.9913684954414,2406.3333030999333,115.19735293120246,178.9869463495394,1388.823010113287,218.10720436286826,351.47534939948304,2268.3100084885864,114.34448323097807,193.94268276554496,1396.3498423365745,131.09688726405983,203.516910149735,1674.6784390164319,132.24356199495094,230.37463878257938,1549.085623299044,136.12638702970102,232.2596571865048,1651.189651435717
225.47236679036502,358.93890545898535,2218.30079452981,118.371222564054,180.2337403644643,1455.4664253855583,203.36050078068635,341.0281891136201,2091.4491608665126,119.20071072546072,199.94751516600755,1466.9953101812273,126.49636074554296,199.46643391064526,1633.5353194984502,146.56437690952657,295.73007342794483,1634.869439873174,133.50253614172655,223.62923599627555,1698.5440644124974
239.04414364192635,375.4198167111725,2293.433282152288,111.2157688550882,178.592038653137,1411.2374993936662,207.2003944831656,367.2272909272832,2082.993070302235,114.18828837278873,183.06491854356497,1386.2496868585624,137.23145832016135,223.955585021868,1590.0247420702638,134.22408486877896,216.6046980400816,1653.3864135754545,126.27209900366884,214.21099665184357,1620.7218665221017
258.5429438376682,417.7934127175179,2452.505922911765,118.2432103565621,200.13263860797773,1438.4832887687983,208.23346353520176,344.1567837919672,2157.892856909598,112.55077302014666,178.08874265076668,1451.4452702708627,130.71254796470905,214.24005000376985,1605.0261416544688,134.4066894751807,251.27449916927944,1557.4311309766654,133.17916032716863,221.28276432552798,1686.098813322562
240.94507807189373,402.84202949160056,2322.7588585302974,120.56035955184423,193.87795956522814,1540.513335499122,206.2078804567956,350.3934748345061,2085.735801400658,106.85577389521346,174.78316830238495,1316.845838767574,136.87597812386974,216.53213949420885,1742.3137492276362,132.56439732869495,222.93897430897115,1532.242758962979,132.9088610105711,200.2197465243858,1716.5924394077701
242.75919348750634,392.6911927479216,2252.5795340388813,114.51550257531632,173.81938659151268,1481.9770031333364,207.7882783243582,335.8015839051835,2199.690688717406,113.4685324779889,179.00154992959952,1390.0261222059798,138.17456837663178,218.68325955355854,1680.023573950439,127.0413431720771,210.42114005810205,1518.2254719914965,134.18076672305227,211.8521973167565,1642.571678744841
240.398640768775,415.04046870011257,2299.261433706926,123.50625100517085,185.65719809727005,1478.985519701415,203.31072647680995,358.92776406215893,2056.4447419147673,113.28088471515444,168.13261093368916,1453.65284220887,137.23219638024582,218.5388229744602,1716.4054598489133,132.02632078236252,210.7591894988869,1627.4056593743612,134.22727013091497,220.46837349470545,1709.1733095737086
239.28079019398317,367.4982323919209,2384.1660460770872,120.62347385004965,183.70432189160832,1656.5411781747341,197.30294466585025,305.4321281381337,2136.2784740439665,112.20724255845933,177.08759482318067,1391.877937641318,128.5301858774358,224.91005028967678,1624.9434373453091,135.49808092409486,229.2889971503066,1696.5337741298326,123.76985007512918,240.86126550056997,1664.2320238925045
241.0933534442284,371.0444448104798,2376.667043516882,126.3160204217956,209.63687765472625,1526.9345845089747,230.6993017058636,433.06467472727417,2259.385561753006,109.51123755908186,183.2943429771985,1382.6737372091955,126.6262783794932,193.00220847221496,1661.8706059993797,134.4258474973809,216.72547100379177,1590.9776576081267,142.53269077843336,239.67577105513132,1744.474206032254
253.1756486915286,402.3802233639255,2494.841774673189,115.52514412573638,184.08149510366218,1502.8003063759138,204.41952047693226,331.0026855146452,2187.007736504293,111.40247256987787,174.21316004473172,1374.4651738151304,136.93585860138253,209.89087924721375,1869.9890104353526,141.88220532862152,251.7946453758054,1594.1179705112868,115.06866656903033,187.4685732122687,1462.630814706786
244.84658902201394,394.5441730035435,2353.6505141119615,124.82200365113329,208.60300127192946,1453.696476825175,203.47410204188114,379.015103322501,2143.038805688105,103.49880691930908,165.29004191622187,1351.5827131316587,137.29931533286535,217.08915668766244,1788.3785671496464,130.60734052842614,232.45457128688992,1544.247620846494,128.26879769461294,206.2297557748814,1637.1351758637538
233.27092756261698,411.8964769536304,2225.3163637421617,117.25844987152037,173.99722165283072,1475.274420728067,200.8779347789734,340.4070794890844,2093.4417920966853,112.38118166221759,171.22435721840225,1447.9592258100968,139.11378862107884,227.785196090748,1628.2688424049104,134.52218805391678,255.04889580810038,1570.685844965022,135.24314414232353,213.8044409616162,1745.380573259681
243.08371116068224,386.2424075952194,2344.4837340519157,123.70245271757938,206.83743251771764,1493.3971918417574,218.73032936646317,390.8943515758483,2218.319588185473,114.3333280950961,178.6737014542366,1413.3447312446478,130.66745949260275,203.356596661906,1705.3808278324836,129.90264035541898,235.47630458510798,1518.5622876963523,131.84496659044197,205.4309376764556,1562.629588429578
260.0056407036949,466.4154426114044,2440.3807576471295,123.93642581714508,193.73071914985425,1514.421652465783,198.71653867480063,335.4001058778293,2047.9879599796704,112.27796923434748,183.64842213710133,1438.4286667953882,124.14166614275969,206.56767537095425,1547.5825378820443,133.8358629625169,239.96365203374853,1518.772401829521,128.1166133252017,205.677848470701,1707.7525170164963
236.46380349015485,428.7741754195427,2301.419249191514,118.62106769808146,189.22821155841663,1506.73326836911,209.0180032850799,338.69770687747985,2140.052389430401,111.89913934710523,174.05390531109666,1393.590714070889,126.29349951926636,211.10126398178227,1622.6254356924467,123.87649496188403,208.22745826619035,1477.3797594543141,138.0042423472654,216.91250387198815,1607.3839017432824
237.9434104825927,373.92261379434126,2341.4896305978505,123.29452084314629,198.88072427477508,1525.7333505422193,211.95546298564597,362.7351781922555,2105.069732104506,114.4736191280308,185.2325398921867,1432.3115372213026,137.45599194775153,210.5182804764263,1793.9738914472468,131.83042251004414,220.49614541144413,1529.3033366190873,133.26823500435586,222.96386758448216,1656.3176167342056
245.51263484206623,421.4953984469475,2357.6340018634496,120.63954597536025,187.94573018247198,1472.3404529771888,217.11723465147975,362.30913691707127,2241.6836758506615,118.82577239695036,186.1587417666635,1438.8306149527673,132.29248202646247,216.43717356173724,1679.455202221706,137.55516762300257,255.10473347791208,1629.322605759943,136.71207387302715,221.46764713959598,1624.3641672521605
235.4741268772243,387.0655572155086,2306.9525632724726,123.79188955601593,192.9962638691945,1485.321005308705,204.5172836703937,334.05761240182585,2113.8307767116116,109.41057091879304,173.28959919333124,1396.7617780119285,139.3055539150665,219.93536954948928,1659.1306691181846,139.70482855319653,234.8788755499746,1584.6325583081705,133.96349335073307,218.7203103913476,1655.7720668453194
240.655320719147,375.498564892983,2354.559655751631,116.7498360879745,183.0615047404918,1472.083340614039,217.77004748312106,390.539535304996,2130.2143075298764,108.84270143941237,172.81559776063878,1384.4455434956908,128.96270585571426,209.86009051616423,1559.3055796816554,131.84770870365,212.02299717522317,1545.5345220954428,124.92079391432412,207.95354359145878,1649.7559238722156
233.46715745388795,359.6110756087225,2235.724737882064,117.22456988122343,195.3295462001439,1463.5886615157692,199.29760185127213,303.1833332804908,2206.051911257821,115.59733343881064,175.904464390113,1473.916071446307,133.4076113851672,223.50216852415332,1489.300336799037,139.65079538407042,231.00214298533726,1595.8343687417757,139.23993022184277,226.2704127531637,1724.5080043367186
253.17052380066684,416.7401413830922,2411.1691548849803,112.74817965857473,172.87335733882685,1377.2354710416946,219.84757540546047,359.3877769616797,2365.318234198523,113.86903554877883,179.1230322770318,1461.895146239754,140.23214805864492,227.5922012322988,1757.2629188948586,136.31060650757857,242.42935739219476,1579.415097602044,136.07706177043522,235.9892350573512,1757.1948983699824
208.2253584647469,344.2816387518383,2050.942383012809,121.8510801465096,193.88802709635624,1531.5995113322751,208.83867316484282,329.9448160989263,2164.6954296542276,117.48229713263866,183.9360152662598,1426.6517743694583,134.17033222504014,219.87284936716122,1714.9289894070896,140.70362805216772,220.98936712589148,1661.1868127987943,141.85434719345096,234.9344607019094,1732.083671267929
250.1287156891706,440.0142836417053,2428.9550478527967,118.85765287373557,189.15547539151362,1467.4112599529535,212.54015819547948,371.73502013739903,2162.5459989758633,110.56399583769256,171.04540334583928,1456.5118550847624,124.98098936973177,200.38606576655724,1460.314203212824,143.51508349903153,248.81904616546493,1689.7488539593473,129.3096700318957,213.2875804541345,1572.2829241530874
247.99019225662914,415.7647655009553,2355.910750491717,118.20025277228218,181.6416898870295,1560.0884709710492,210.31455179335927,416.6541196404203,2088.687445475985,111.35190018704311,180.6725331360026,1376.0202231359765,144.2262335098306,242.5983670104468,1889.8350407021005,132.7424727199485,208.33385241846875,1639.5007542219246,138.69460180330955,215.00112354954032,1668.3122514896631
245.62430297397137,394.0678842633121,2359.837247873192,121.87920415805264,210.01638026023153,1552.0864030426962,202.92178481937063,351.433045272767,2041.7015314578946,114.485374701287,177.82845867676022,1506.5899532760056,139.560234828607,227.43786313799893,1702.4007116475173,144.00022001223564,276.2990975203363,1634.0560734336862,142.172804915491,233.3367778700203,1757.314898220298
239.24231642278684,380.17300349965325,2279.3895733093027,119.7543489727716,187.0264740781644,1506.952729979832,217.28514746385974,377.3904641071304,2253.9025484727867,111.04285542722192,173.14520415668343,1446.867534926182,133.89522091876498,206.9347807495631,1722.9564071028549,132.38175717594933,200.1764709920946,1615.7221749098483,136.62153660129425,236.16270348315732,1664.8408410621769
219.70985490332637,337.5027281708082,2217.7063753955717,118.63350342240383,195.1518006133356,1417.6034509462047,201.2371932878051,329.2200281944187,2031.1415518710435,112.44217884825007,186.79066589363117,1362.9394043683644,143.78715114795045,236.57327429379998,1715.1986778805428,141.1747947953442,236.3185530437541,1742.2557683001446,130.05498478451645,212.36779520081888,1761.2347188353538
239.56767190424384,390.12817702830597,2318.2539183283866,118.05350475454848,183.44319352842277,1425.5150580536433,217.4862526819496,365.0644206956648,2288.498721501251,111.77563257301316,180.97707752337683,1401.9654181330386,137.0165914127305,213.5477893775719,1761.357743920299,133.27729040018278,209.8032466414967,1590.8162806756407,125.89504748476396,216.002383705433,1600.581119557199
262.58254930739844,443.6957241261805,2499.159288956573,117.55978836848823,186.92742282309172,1496.348690781453,204.33543630706492,335.9142908001203,2130.5084720233294,118.61075824458486,184.55592799456187,1476.8170310195082,134.89406297581473,215.18780943279322,1670.849777628496,126.2226137608238,198.02461200603145,1540.3621829380209,137.64903649040477,234.44736198660976,1695.4403564555068
246.00449047076611,401.4175424581171,2376.286189575966,126.5406175247322,203.78838642779678,1571.368885882271,197.67058391735085,338.4114595252265,2044.6799701077412,112.03308779879086,175.51450828880385,1483.7683388745595,140.13764600836842,217.54291993772472,1758.3637419583563,140.82292669995624,257.155327251265,1557.6178917442776,126.73566820486121,199.60855938865777,1529.6793886105108
